educacao_Higher education,educacao_Incomplete higher,educacao_Lower secondary,educacao_Secondary / secondary special,estado_civil_Married,estado_civil_Separated,estado_civil_Single / not married,estado_civil_Widow,idade,mau,posse_de_imovel_Y,posse_de_veiculo_Y,possui_celular,possui_email,possui_fone,possui_fone_comercial,qt_pessoas_residencia,qtd_filhos,sexo_M,tempo_emprego,tipo_renda_Pensioner,tipo_renda_State servant,tipo_renda_Student,tipo_renda_Working,tipo_residencia_House / apartment,tipo_residencia_Municipal apartment,tipo_residencia_Office apartment,tipo_residencia_Rented apartment,tipo_residencia_With parents
False,False,False,True,False,False,False,True,58.66575342465753,False,False,False,1,0,0,0,1.0,0,False,1.263013698630137,False,False,False,True,False,True,False,False,False
False,False,False,True,True,False,False,False,54.2,False,True,False,1,0,0,0,2.0,0,False,10.936986301369863,False,True,False,False,True,False,False,False,False
False,False,False,True,True,False,False,False,54.2,False,True,False,1,0,0,0,2.0,0,False,10.936986301369863,False,True,False,False,True,False,False,False,False
False,False,False,True,True,False,False,False,54.2,False,True,False,1,0,0,0,2.0,0,False,10.936986301369863,False,True,False,False,True,False,False,False,False
False,False,False,True,True,False,False,False,54.2,False,True,False,1,0,0,0,2.0,0,False,10.936986301369863,False,True,False,False,True,False,False,False,False
False,False,False,True,True,False,False,False,54.2,False,True,False,1,0,0,0,2.0,0,False,10.936986301369863,False,True,False,False,True,False,False,False,False
False,False,False,True,True,False,False,False,54.2,False,True,False,1,0,0,0,2.0,0,False,10.936986301369863,False,True,False,False,True,False,False,False,False
False,False,False,True,True,False,False,False,54.81643835616438,False,False,False,1,0,0,0,2.0,0,False,18.02191780821918,False,False,False,False,True,False,False,False,False
False,False,False,True,True,False,False,False,38.69041095890411,False,True,True,1,0,0,0,2.0,0,True,9.26849315068493,False,False,False,True,True,False,False,False,False
False,False,False,True,True,False,False,False,38.69041095890411,False,True,True,1,0,0,0,2.0,0,True,9.26849315068493,False,False,False,True,True,False,False,False,False
False,False,False,True,True,False,False,False,38.69041095890411,False,True,True,1,0,0,0,2.0,0,True,9.26849315068493,False,False,False,True,True,False,False,False,False
False,False,False,True,True,False,False,False,38.69041095890411,False,True,True,1,0,0,0,2.0,0,True,9.26849315068493,False,False,False,True,True,False,False,False,False
False,False,False,True,True,False,False,False,38.69041095890411,False,True,True,1,0,0,0,2.0,0,True,9.26849315068493,False,False,False,True,True,False,False,False,False
False,False,False,True,False,False,False,False,35.778082191780825,False,True,True,1,0,0,0,4.0,2,True,13.186301369863012,False,False,False,True,True,False,False,False,False
False,False,False,True,False,False,False,False,35.778082191780825,False,True,True,1,0,0,0,4.0,2,True,13.186301369863012,False,False,False,True,True,False,False,False,False
False,False,False,True,False,False,False,False,35.778082191780825,False,True,True,1,0,0,0,4.0,2,True,13.186301369863012,False,False,False,True,True,False,False,False,False
False,False,False,True,False,False,False,False,35.778082191780825,False,True,True,1,0,0,0,4.0,2,True,13.186301369863012,False,False,False,True,True,False,False,False,False
False,False,False,True,False,False,False,False,35.778082191780825,False,True,True,1,0,0,0,4.0,2,True,13.186301369863012,False,False,False,True,True,False,False,False,False
False,False,False,True,False,False,False,False,35.778082191780825,False,True,True,1,0,0,0,4.0,2,True,13.186301369863012,False,False,False,True,True,False,False,False,False
False,False,False,True,False,False,False,False,35.778082191780825,False,True,True,1,0,0,0,4.0,2,True,13.186301369863012,False,False,False,True,True,False,False,False,False
False,False,False,True,False,False,False,False,35.778082191780825,False,True,True,1,0,0,0,4.0,2,True,13.186301369863012,False,False,False,True,True,False,False,False,False
False,False,False,True,False,False,False,False,35.778082191780825,False,True,True,1,0,0,0,4.0,2,True,13.186301369863012,False,False,False,True,True,False,False,False,False
False,False,False,True,False,False,False,False,35.778082191780825,False,True,True,1,0,0,0,4.0,2,True,13.186301369863012,False,False,False,True,True,False,False,False,False
False,False,False,True,False,False,False,False,35.778082191780825,False,True,True,1,0,0,0,4.0,2,True,13.186301369863012,False,False,False,True,True,False,False,False,False
False,False,False,True,False,False,False,False,35.778082191780825,False,True,True,1,0,0,0,4.0,2,True,13.186301369863012,False,False,False,True,True,False,False,False,False
True,False,False,False,False,False,False,False,30.567123287671237,False,True,False,1,0,0,0,2.0,0,False,0.7589041095890411,False,False,False,False,True,False,False,False,False
True,False,False,False,False,False,False,False,30.567123287671237,False,True,False,1,0,0,0,2.0,0,False,0.7589041095890411,False,False,False,False,True,False,False,False,False
True,False,False,False,False,False,False,False,30.567123287671237,False,True,False,1,0,0,0,2.0,0,False,0.7589041095890411,False,False,False,False,True,False,False,False,False
True,False,False,False,False,False,False,False,30.567123287671237,False,True,False,1,0,0,0,2.0,0,False,0.7589041095890411,False,False,False,False,True,False,False,False,False
True,False,False,False,False,False,False,False,30.567123287671237,False,True,False,1,0,0,0,2.0,0,False,0.7589041095890411,False,False,False,False,True,False,False,False,False
True,False,False,False,False,False,False,False,30.567123287671237,False,True,False,1,0,0,0,2.0,0,False,0.7589041095890411,False,False,False,False,True,False,False,False,False
True,False,False,False,True,False,False,False,44.602739726027394,False,True,False,1,0,0,0,2.0,0,True,2.43013698630137,False,False,False,False,True,False,False,False,False
True,False,False,False,True,False,False,False,44.602739726027394,False,True,False,1,0,0,0,2.0,0,True,2.43013698630137,False,False,False,False,True,False,False,False,False
True,False,False,False,False,False,True,False,46.79726027397261,False,True,False,1,0,1,0,1.0,0,False,13.104109589041096,False,False,False,True,True,False,False,False,False
True,False,False,False,False,False,True,False,46.79726027397261,False,True,False,1,0,1,0,1.0,0,False,13.104109589041096,False,False,False,True,True,False,False,False,False
True,False,False,False,False,False,False,True,58.76712328767123,False,True,False,1,0,0,0,1.0,0,False,36.28767123287671,False,False,False,True,True,False,False,False,False
True,False,False,False,False,False,False,True,58.76712328767123,False,True,False,1,0,0,0,1.0,0,False,36.28767123287671,False,False,False,True,True,False,False,False,False
True,False,False,False,False,False,False,True,58.76712328767123,False,True,False,1,0,0,0,1.0,0,False,36.28767123287671,False,False,False,True,True,False,False,False,False
False,False,False,True,True,False,False,False,42.16712328767123,False,True,True,1,0,0,0,5.0,3,True,15.854794520547944,False,False,False,True,True,False,False,False,False
False,False,False,True,True,False,False,False,42.16712328767123,False,True,True,1,0,0,0,5.0,3,True,15.854794520547944,False,False,False,True,True,False,False,False,False
False,False,False,True,False,False,True,False,41.47397260273973,False,True,False,1,0,0,1,1.0,0,False,4.846575342465753,False,False,False,True,True,False,False,False,False
False,False,False,True,False,False,True,False,41.47397260273973,False,True,False,1,0,0,1,1.0,0,False,4.846575342465753,False,False,False,True,True,False,False,False,False
False,False,False,True,False,False,True,False,41.47397260273973,False,True,False,1,0,0,1,1.0,0,False,4.846575342465753,False,False,False,True,True,False,False,False,False
False,False,False,True,True,False,False,False,40.98630136986301,False,True,False,1,0,0,0,2.0,0,False,7.8493150684931505,False,False,False,False,True,False,False,False,False
False,False,False,True,True,False,False,False,40.98630136986301,False,True,False,1,0,0,0,2.0,0,False,7.8493150684931505,False,False,False,False,True,False,False,False,False
False,False,True,False,True,False,False,False,39.45205479452055,False,True,True,1,0,0,0,3.0,1,False,3.9315068493150687,False,False,False,True,True,False,False,False,False
False,False,True,False,True,False,False,False,39.45205479452055,False,True,True,1,0,0,0,3.0,1,False,3.9315068493150687,False,False,False,True,True,False,False,False,False
False,False,True,False,True,False,False,False,39.45205479452055,False,True,True,1,0,0,0,3.0,1,False,3.9315068493150687,False,False,False,True,True,False,False,False,False
False,False,True,False,True,False,False,False,39.45205479452055,False,True,True,1,0,0,0,3.0,1,False,3.9315068493150687,False,False,False,True,True,False,False,False,False
True,False,False,False,True,False,False,False,28.945205479452056,False,False,False,1,0,0,0,3.0,1,True,6.432876712328767,False,False,False,False,True,False,False,False,False
True,False,False,False,True,False,False,False,28.945205479452056,False,False,False,1,0,0,0,3.0,1,True,6.432876712328767,False,False,False,False,True,False,False,False,False
True,False,False,False,True,False,False,False,33.43287671232877,False,True,True,1,0,0,0,3.0,1,True,3.6,False,False,False,True,True,False,False,False,False
False,False,False,True,True,False,False,False,33.12602739726027,False,True,True,1,0,1,0,4.0,2,True,7.2684931506849315,False,False,False,False,True,False,False,False,False
False,False,False,True,True,False,False,False,64.62465753424658,False,False,False,1,0,0,0,2.0,0,False,-1000.6657534246576,True,False,False,False,True,False,False,False,False
False,False,False,True,True,False,False,False,64.62465753424658,False,False,False,1,0,0,0,2.0,0,False,-1000.6657534246576,True,False,False,False,True,False,False,False,False
False,False,False,True,True,False,False,False,64.62465753424658,False,False,False,1,0,0,0,2.0,0,False,-1000.6657534246576,True,False,False,False,True,False,False,False,False
False,False,False,True,True,False,False,False,49.5972602739726,False,True,True,1,0,0,0,2.0,0,True,10.52054794520548,False,False,False,False,True,False,False,False,False
False,False,False,True,True,False,False,False,49.5972602739726,False,True,True,1,0,0,0,2.0,0,True,10.52054794520548,False,False,False,False,True,False,False,False,False
False,False,False,True,True,False,False,False,49.5972602739726,False,True,True,1,0,0,0,2.0,0,True,10.52054794520548,False,False,False,False,True,False,False,False,False
False,False,False,True,True,False,False,False,27.446575342465756,False,False,True,1,1,0,0,4.0,2,False,1.9287671232876715,False,False,False,True,False,False,False,False,True
False,False,False,True,True,False,False,False,64.88493150684931,False,True,True,1,0,1,0,2.0,0,False,-1000.6657534246576,True,False,False,False,True,False,False,False,False
False,False,False,True,True,False,False,False,64.88493150684931,False,True,True,1,0,1,0,2.0,0,False,-1000.6657534246576,True,False,False,False,True,False,False,False,False
False,False,False,True,True,False,False,False,64.88493150684931,False,True,True,1,0,1,0,2.0,0,False,-1000.6657534246576,True,False,False,False,True,False,False,False,False
False,False,False,True,False,False,False,False,30.0986301369863,False,False,True,1,0,1,1,2.0,0,True,9.849315068493151,False,False,False,True,True,False,False,False,False
True,False,False,False,False,False,True,False,27.43013698630137,False,True,True,1,0,1,1,1.0,0,True,2.263013698630137,False,True,False,False,True,False,False,False,False
True,False,False,False,False,False,True,False,27.43013698630137,False,True,True,1,0,1,1,1.0,0,True,2.263013698630137,False,True,False,False,True,False,False,False,False
True,False,False,False,False,False,True,False,27.43013698630137,False,True,True,1,0,1,1,1.0,0,True,2.263013698630137,False,True,False,False,True,False,False,False,False
True,False,False,False,False,False,True,False,27.43013698630137,False,True,True,1,0,1,1,1.0,0,True,2.263013698630137,False,True,False,False,True,False,False,False,False
True,False,False,False,False,False,True,False,27.43013698630137,False,True,True,1,0,1,1,1.0,0,True,2.263013698630137,False,True,False,False,True,False,False,False,False
True,False,False,False,False,False,True,False,27.43013698630137,False,True,True,1,0,1,1,1.0,0,True,2.263013698630137,False,True,False,False,True,False,False,False,False
True,False,False,False,False,False,True,False,27.43013698630137,False,True,True,1,0,1,1,1.0,0,True,2.263013698630137,False,True,False,False,True,False,False,False,False
True,False,False,False,False,False,True,False,27.43013698630137,False,True,True,1,0,1,1,1.0,0,True,2.263013698630137,False,True,False,False,True,False,False,False,False
True,False,False,False,False,False,True,False,27.43013698630137,False,True,True,1,0,1,1,1.0,0,True,2.263013698630137,False,True,False,False,True,False,False,False,False
True,False,False,False,False,False,True,False,27.43013698630137,False,True,True,1,0,1,1,1.0,0,True,2.263013698630137,False,True,False,False,True,False,False,False,False
True,False,False,False,True,False,False,False,64.34520547945205,False,True,True,1,0,0,0,2.0,0,False,-1000.6657534246576,True,False,False,False,True,False,False,False,False
True,False,False,False,True,False,False,False,64.34520547945205,False,True,True,1,0,0,0,2.0,0,False,-1000.6657534246576,True,False,False,False,True,False,False,False,False
False,False,False,True,False,True,False,False,59.21369863013699,False,True,False,1,0,0,0,1.0,0,False,-1000.6657534246576,True,False,False,False,True,False,False,False,False
False,False,False,True,False,True,False,False,59.21369863013699,False,True,False,1,0,0,0,1.0,0,False,-1000.6657534246576,True,False,False,False,True,False,False,False,False
False,False,False,True,False,True,False,False,59.21369863013699,False,True,False,1,0,0,0,1.0,0,False,-1000.6657534246576,True,False,False,False,True,False,False,False,False
False,False,False,True,False,True,False,False,59.21369863013699,False,True,False,1,0,0,0,1.0,0,False,-1000.6657534246576,True,False,False,False,True,False,False,False,False
False,False,False,True,False,True,False,False,59.21369863013699,False,True,False,1,0,0,0,1.0,0,False,-1000.6657534246576,True,False,False,False,True,False,False,False,False
False,False,False,True,False,True,False,False,59.21369863013699,False,True,False,1,0,0,0,1.0,0,False,-1000.6657534246576,True,False,False,False,True,False,False,False,False
False,False,False,True,False,True,False,False,51.40821917808219,False,False,False,1,0,0,0,1.0,0,False,27.03013698630137,False,False,False,True,True,False,False,False,False
False,False,False,True,False,True,False,False,51.40821917808219,False,False,False,1,0,0,0,1.0,0,False,27.03013698630137,False,False,False,True,True,False,False,False,False
False,False,False,True,False,True,False,False,51.40821917808219,False,False,False,1,0,0,0,1.0,0,False,27.03013698630137,False,False,False,True,True,False,False,False,False
False,False,False,True,False,True,False,False,51.40821917808219,False,False,False,1,0,0,0,1.0,0,False,27.03013698630137,False,False,False,True,True,False,False,False,False
False,False,False,True,False,True,False,False,51.40821917808219,False,False,False,1,0,0,0,1.0,0,False,27.03013698630137,False,False,False,True,True,False,False,False,False
False,False,False,True,False,True,False,False,51.40821917808219,False,False,False,1,0,0,0,1.0,0,False,27.03013698630137,False,False,False,True,True,False,False,False,False
False,False,False,True,True,False,False,False,33.1945205479452,False,True,True,1,0,1,1,2.0,0,False,7.435616438356164,False,False,False,False,True,False,False,False,False
False,False,False,True,True,False,False,False,33.1945205479452,False,True,True,1,0,1,1,2.0,0,False,7.435616438356164,False,False,False,False,True,False,False,False,False
False,False,False,True,True,False,False,False,33.1945205479452,False,True,True,1,0,1,1,2.0,0,False,7.435616438356164,False,False,False,False,True,False,False,False,False
False,False,False,True,True,False,False,False,36.821917808219176,False,True,True,1,0,0,0,2.0,0,True,18.18904109589041,False,False,False,True,True,False,False,False,False
False,False,False,True,True,False,False,False,36.821917808219176,False,True,True,1,0,0,0,2.0,0,True,18.18904109589041,False,False,False,True,True,False,False,False,False
False,False,False,True,True,False,False,False,36.821917808219176,False,True,True,1,0,0,0,2.0,0,True,18.18904109589041,False,False,False,True,True,False,False,False,False
False,False,False,True,True,False,False,False,36.821917808219176,False,True,True,1,0,0,0,2.0,0,True,18.18904109589041,False,False,False,True,True,False,False,False,False
False,False,False,True,True,False,False,False,36.821917808219176,False,True,True,1,0,0,0,2.0,0,True,18.18904109589041,False,False,False,True,True,False,False,False,False
False,False,False,True,True,False,False,False,58.84931506849315,False,True,False,1,0,0,1,2.0,0,False,12.767123287671232,False,False,False,True,True,False,False,False,False
False,False,False,True,True,False,False,False,58.84931506849315,False,True,False,1,0,0,1,2.0,0,False,12.767123287671232,False,False,False,True,True,False,False,False,False
False,False,False,True,True,False,False,False,58.84931506849315,False,True,False,1,0,0,1,2.0,0,False,12.767123287671232,False,False,False,True,True,False,False,False,False
False,False,False,True,True,False,False,False,58.84931506849315,False,True,False,1,0,0,1,2.0,0,False,12.767123287671232,False,False,False,True,True,False,False,False,False
True,False,False,False,False,False,True,False,27.473972602739725,False,False,True,1,0,0,0,2.0,1,False,4.432876712328767,False,False,False,True,True,False,False,False,False
True,False,False,False,False,False,True,False,27.473972602739725,False,False,True,1,0,0,0,2.0,1,False,4.432876712328767,False,False,False,True,True,False,False,False,False
True,False,False,False,False,False,True,False,27.473972602739725,False,False,True,1,0,0,0,2.0,1,False,4.432876712328767,False,False,False,True,True,False,False,False,False
True,False,False,False,False,False,True,False,27.473972602739725,False,False,True,1,0,0,0,2.0,1,False,4.432876712328767,False,False,False,True,True,False,False,False,False
True,False,False,False,False,False,True,False,27.473972602739725,False,False,True,1,0,0,0,2.0,1,False,4.432876712328767,False,False,False,True,True,False,False,False,False
True,False,False,False,False,False,False,True,52.87945205479452,False,True,False,1,1,0,0,1.0,0,False,7.183561643835616,False,False,False,True,True,False,False,False,False
True,False,False,False,True,False,False,False,59.5972602739726,False,True,True,1,0,0,0,2.0,0,True,12.438356164383562,False,False,False,True,True,False,False,False,False
True,False,False,False,True,False,False,False,59.5972602739726,False,True,True,1,0,0,0,2.0,0,True,12.438356164383562,False,False,False,True,True,False,False,False,False
True,False,False,False,True,False,False,False,59.5972602739726,False,True,True,1,0,0,0,2.0,0,True,12.438356164383562,False,False,False,True,True,False,False,False,False
True,False,False,False,True,False,False,False,59.5972602739726,False,True,True,1,0,0,0,2.0,0,True,12.438356164383562,False,False,False,True,True,False,False,False,False
True,False,False,False,True,False,False,False,59.5972602739726,False,True,True,1,0,0,0,2.0,0,True,12.438356164383562,False,False,False,True,True,False,False,False,False
True,False,False,False,True,False,False,False,59.5972602739726,False,True,True,1,0,0,0,2.0,0,True,12.438356164383562,False,False,False,True,True,False,False,False,False
True,False,False,False,True,False,False,False,59.5972602739726,False,True,True,1,0,0,0,2.0,0,True,12.438356164383562,False,False,False,True,True,False,False,False,False
True,False,False,False,True,False,False,False,59.5972602739726,False,True,True,1,0,0,0,2.0,0,True,12.438356164383562,False,False,False,True,True,False,False,False,False
True,False,False,False,False,True,False,False,59.96438356164384,False,False,False,1,0,0,0,1.0,0,False,4.18082191780822,False,False,False,True,True,False,False,False,False
True,False,False,False,False,True,False,False,59.96438356164384,False,False,False,1,0,0,0,1.0,0,False,4.18082191780822,False,False,False,True,True,False,False,False,False
True,False,False,False,False,True,False,False,59.96438356164384,False,False,False,1,0,0,0,1.0,0,False,4.18082191780822,False,False,False,True,True,False,False,False,False
True,False,False,False,False,True,False,False,59.96438356164384,False,False,False,1,0,0,0,1.0,0,False,4.18082191780822,False,False,False,True,True,False,False,False,False
True,False,False,False,False,True,False,False,59.96438356164384,False,False,False,1,0,0,0,1.0,0,False,4.18082191780822,False,False,False,True,True,False,False,False,False
True,False,False,False,False,True,False,False,59.96438356164384,False,False,False,1,0,0,0,1.0,0,False,4.18082191780822,False,False,False,True,True,False,False,False,False
True,False,False,False,False,True,False,False,59.96438356164384,False,False,False,1,0,0,0,1.0,0,False,4.18082191780822,False,False,False,True,True,False,False,False,False
True,False,False,False,False,True,False,False,59.96438356164384,False,False,False,1,0,0,0,1.0,0,False,4.18082191780822,False,False,False,True,True,False,False,False,False
True,False,False,False,False,True,False,False,59.96438356164384,False,False,False,1,0,0,0,1.0,0,False,4.18082191780822,False,False,False,True,True,False,False,False,False
False,False,False,True,False,False,True,False,26.10958904109589,False,True,False,1,0,0,1,1.0,0,True,1.178082191780822,False,False,False,True,True,False,False,False,False
False,False,False,True,False,False,True,False,26.10958904109589,False,True,False,1,0,0,1,1.0,0,True,1.178082191780822,False,False,False,True,True,False,False,False,False
False,False,False,True,False,False,True,False,26.10958904109589,False,True,False,1,0,0,1,1.0,0,True,1.178082191780822,False,False,False,True,True,False,False,False,False
False,False,False,True,False,False,True,False,26.10958904109589,False,True,False,1,0,0,1,1.0,0,True,1.178082191780822,False,False,False,True,True,False,False,False,False
True,False,False,False,True,False,False,False,53.85479452054795,False,False,False,1,0,0,0,2.0,0,False,4.684931506849315,False,False,False,True,True,False,False,False,False
True,False,False,False,True,False,False,False,53.85479452054795,False,False,False,1,0,0,0,2.0,0,False,4.684931506849315,False,False,False,True,True,False,False,False,False
True,False,False,False,True,False,False,False,53.85479452054795,False,False,False,1,0,0,0,2.0,0,False,4.684931506849315,False,False,False,True,True,False,False,False,False
False,False,False,True,False,False,False,True,45.41917808219178,False,True,False,1,0,0,1,1.0,0,False,19.695890410958903,False,False,False,True,True,False,False,False,False
False,False,False,True,False,False,False,True,45.41917808219178,False,True,False,1,0,0,1,1.0,0,False,19.695890410958903,False,False,False,True,True,False,False,False,False
False,False,False,True,False,False,False,True,60.772602739726025,True,False,False,1,0,0,0,1.0,0,False,-1000.6657534246576,True,False,False,False,True,False,False,False,False
False,False,False,True,False,False,False,True,60.772602739726025,False,False,False,1,0,0,0,1.0,0,False,-1000.6657534246576,True,False,False,False,True,False,False,False,False
False,False,False,True,False,False,False,True,60.772602739726025,False,False,False,1,0,0,0,1.0,0,False,-1000.6657534246576,True,False,False,False,True,False,False,False,False
False,False,False,True,False,False,False,True,60.772602739726025,False,False,False,1,0,0,0,1.0,0,False,-1000.6657534246576,True,False,False,False,True,False,False,False,False
False,False,False,True,False,False,False,True,60.772602739726025,False,False,False,1,0,0,0,1.0,0,False,-1000.6657534246576,True,False,False,False,True,False,False,False,False
True,False,False,False,False,False,True,False,29.46301369863014,False,True,True,1,0,1,1,1.0,0,False,10.602739726027398,False,False,False,True,True,False,False,False,False
False,False,False,True,True,False,False,False,45.99452054794521,False,True,False,1,0,0,0,2.0,0,True,3.6,False,False,False,False,True,False,False,False,False
False,False,False,True,True,False,False,False,45.99452054794521,False,True,False,1,0,0,0,2.0,0,True,3.6,False,False,False,False,True,False,False,False,False
False,False,False,True,False,False,True,False,54.46849315068493,False,True,False,1,0,1,0,1.0,0,False,23.02739726027397,False,False,False,True,True,False,False,False,False
False,False,False,True,False,False,True,False,54.46849315068493,False,True,False,1,0,1,0,1.0,0,False,23.02739726027397,False,False,False,True,True,False,False,False,False
False,False,False,True,False,False,True,False,54.46849315068493,False,True,False,1,0,1,0,1.0,0,False,23.02739726027397,False,False,False,True,True,False,False,False,False
False,False,False,True,False,False,True,False,54.46849315068493,False,True,False,1,0,1,0,1.0,0,False,23.02739726027397,False,False,False,True,True,False,False,False,False
False,False,False,True,False,False,True,False,54.46849315068493,False,True,False,1,0,1,0,1.0,0,False,23.02739726027397,False,False,False,True,True,False,False,False,False
False,False,False,True,True,False,False,False,58.04383561643836,False,True,False,1,0,0,0,2.0,0,False,-1000.6657534246576,True,False,False,False,True,False,False,False,False
False,False,False,True,True,False,False,False,58.04383561643836,False,True,False,1,0,0,0,2.0,0,False,-1000.6657534246576,True,False,False,False,True,False,False,False,False
False,False,False,True,True,False,False,False,58.04383561643836,False,True,False,1,0,0,0,2.0,0,False,-1000.6657534246576,True,False,False,False,True,False,False,False,False
False,False,False,True,True,False,False,False,58.04383561643836,False,True,False,1,0,0,0,2.0,0,False,-1000.6657534246576,True,False,False,False,True,False,False,False,False
False,False,False,True,True,False,False,False,46.54520547945206,False,False,False,1,0,0,0,2.0,0,False,9.435616438356163,False,False,False,False,True,False,False,False,False
False,False,False,True,True,False,False,False,46.54520547945206,False,False,False,1,0,0,0,2.0,0,False,9.435616438356163,False,False,False,False,True,False,False,False,False
False,False,False,True,True,False,False,False,46.54520547945206,False,False,False,1,0,0,0,2.0,0,False,9.435616438356163,False,False,False,False,True,False,False,False,False
True,False,False,False,True,False,False,False,25.86575342465753,False,True,True,1,0,0,0,3.0,1,False,0.4301369863013699,False,False,False,True,True,False,False,False,False
True,False,False,False,True,False,False,False,25.86575342465753,False,True,True,1,0,0,0,3.0,1,False,0.4301369863013699,False,False,False,True,True,False,False,False,False
True,False,False,False,True,False,False,False,25.86575342465753,False,True,True,1,0,0,0,3.0,1,False,0.4301369863013699,False,False,False,True,True,False,False,False,False
True,False,False,False,True,False,False,False,25.86575342465753,False,True,True,1,0,0,0,3.0,1,False,0.4301369863013699,False,False,False,True,True,False,False,False,False
True,False,False,False,True,False,False,False,61.2027397260274,False,True,False,1,0,0,0,2.0,0,False,12.438356164383562,False,True,False,False,False,True,False,False,False
False,True,False,False,False,False,True,False,28.32054794520548,False,False,False,1,0,0,1,1.0,0,True,2.1780821917808217,False,False,False,False,False,False,False,True,False
False,False,False,True,False,False,True,False,25.16986301369863,False,False,True,1,0,0,0,1.0,0,True,0.8438356164383561,False,False,False,True,True,False,False,False,False
False,False,False,True,False,False,True,False,25.16986301369863,False,False,True,1,0,0,0,1.0,0,True,0.8438356164383561,False,False,False,True,True,False,False,False,False
False,False,False,True,True,False,False,False,35.59452054794521,False,True,True,1,0,1,1,2.0,0,True,2.010958904109589,False,False,False,True,True,False,False,False,False
False,False,False,True,True,False,False,False,35.59452054794521,False,True,True,1,0,1,1,2.0,0,True,2.010958904109589,False,False,False,True,True,False,False,False,False
True,False,False,False,True,False,False,False,34.43561643835616,False,False,True,1,0,1,1,4.0,2,True,10.26849315068493,False,True,False,False,True,False,False,False,False
True,False,False,False,True,False,False,False,34.43561643835616,False,False,True,1,0,1,1,4.0,2,True,10.26849315068493,False,True,False,False,True,False,False,False,False
True,False,False,False,True,False,False,False,34.43561643835616,False,False,True,1,0,1,1,4.0,2,True,10.26849315068493,False,True,False,False,True,False,False,False,False
False,False,False,True,True,False,False,False,32.51780821917808,False,True,True,1,0,1,1,3.0,1,False,12.271232876712329,False,False,False,True,True,False,False,False,False
False,False,False,True,True,False,False,False,32.51780821917808,False,True,True,1,0,1,1,3.0,1,False,12.271232876712329,False,False,False,True,True,False,False,False,False
False,False,False,True,True,False,False,False,32.51780821917808,False,True,True,1,0,1,1,3.0,1,False,12.271232876712329,False,False,False,True,True,False,False,False,False
True,False,False,False,False,False,False,True,41.18082191780822,False,True,True,1,0,1,1,1.0,0,False,14.854794520547944,False,True,False,False,True,False,False,False,False
True,False,False,False,False,False,False,True,41.18082191780822,False,True,True,1,0,1,1,1.0,0,False,14.854794520547944,False,True,False,False,True,False,False,False,False
True,False,False,False,False,False,False,True,41.18082191780822,False,True,True,1,0,1,1,1.0,0,False,14.854794520547944,False,True,False,False,True,False,False,False,False
True,False,False,False,False,False,False,True,41.18082191780822,False,True,True,1,0,1,1,1.0,0,False,14.854794520547944,False,True,False,False,True,False,False,False,False
False,False,False,True,True,False,False,False,47.43013698630137,False,True,False,1,0,0,0,2.0,0,False,6.849315068493151,False,False,False,True,True,False,False,False,False
False,False,False,True,True,False,False,False,47.43013698630137,False,True,False,1,0,0,0,2.0,0,False,6.849315068493151,False,False,False,True,True,False,False,False,False
False,False,False,False,True,False,False,False,33.3013698630137,False,True,True,1,0,0,0,3.0,1,False,2.682191780821918,False,False,False,False,True,False,False,False,False
False,False,False,False,True,False,False,False,33.3013698630137,False,True,True,1,0,0,0,3.0,1,False,2.682191780821918,False,False,False,False,True,False,False,False,False
False,False,False,False,True,False,False,False,33.3013698630137,False,True,True,1,0,0,0,3.0,1,False,2.682191780821918,False,False,False,False,True,False,False,False,False
False,False,False,False,True,False,False,False,33.3013698630137,False,True,True,1,0,0,0,3.0,1,False,2.682191780821918,False,False,False,False,True,False,False,False,False
False,False,False,False,True,False,False,False,33.3013698630137,False,True,True,1,0,0,0,3.0,1,False,2.682191780821918,False,False,False,False,True,False,False,False,False
False,False,False,False,True,False,False,False,33.3013698630137,False,True,True,1,0,0,0,3.0,1,False,2.682191780821918,False,False,False,False,True,False,False,False,False
False,False,False,False,True,False,False,False,33.3013698630137,False,True,True,1,0,0,0,3.0,1,False,2.682191780821918,False,False,False,False,True,False,False,False,False
False,False,False,True,False,False,False,True,63.85205479452055,False,False,False,1,0,0,0,1.0,0,False,1.178082191780822,False,True,False,False,True,False,False,False,False
False,False,False,True,False,False,False,True,63.85205479452055,False,False,False,1,0,0,0,1.0,0,False,1.178082191780822,False,True,False,False,True,False,False,False,False
True,False,False,False,True,False,False,False,28.84931506849315,False,True,True,1,0,0,0,3.0,1,True,5.931506849315069,False,False,False,True,True,False,False,False,False
True,False,False,False,True,False,False,False,28.84931506849315,False,True,True,1,0,0,0,3.0,1,True,5.931506849315069,False,False,False,True,True,False,False,False,False
True,False,False,False,True,False,False,False,28.84931506849315,False,True,True,1,0,0,0,3.0,1,True,5.931506849315069,False,False,False,True,True,False,False,False,False
True,False,False,False,True,False,False,False,28.84931506849315,False,True,True,1,0,0,0,3.0,1,True,5.931506849315069,False,False,False,True,True,False,False,False,False
False,False,False,True,False,False,True,False,43.635616438356166,True,True,False,1,0,0,0,1.0,0,False,2.8465753424657536,False,False,False,True,True,False,False,False,False
False,False,False,True,True,False,False,False,40.95342465753425,False,True,True,1,0,0,0,2.0,0,True,22.19178082191781,False,False,False,True,True,False,False,False,False
